GEOID,NAME,estimate
54089,"Summers County, West Virginia",13018
54091,"Taylor County, West Virginia",16951
54093,"Tucker County, West Virginia",7027
54095,"Tyler County, West Virginia",8909
54097,"Upshur County, West Virginia",24605
54099,"Wayne County, West Virginia",40708
54101,"Webster County, West Virginia",8518
54103,"Wetzel County, West Virginia",15614
54105,"Wirt County, West Virginia",5797
54107,"Wood County, West Virginia",85556
54109,"Wyoming County, West Virginia",21711
55001,"Adams County, Wisconsin",20073
55003,"Ashland County, Wisconsin",15712
55005,"Barron County, Wisconsin",45252
55007,"Bayfield County, Wisconsin",14992
55009,"Brown County, Wisconsin",259786
55011,"Buffalo County, Wisconsin",13167
55013,"Burnett County, Wisconsin",15258
55015,"Calumet County, Wisconsin",49807
55017,"Chippewa County, Wisconsin",63635
55019,"Clark County, Wisconsin",34491
55021,"Columbia County, Wisconsin",56954
55023,"Crawford County, Wisconsin",16288
55025,"Dane County, Wisconsin",529843
55027,"Dodge County, Wisconsin",87776
55029,"Door County, Wisconsin",27439
55031,"Douglas County, Wisconsin",43402
55033,"Dunn County, Wisconsin",44498
55035,"Eau Claire County, Wisconsin",102991
55037,"Florence County, Wisconsin",4337
55039,"Fond du Lac County, Wisconsin",102315
55041,"Forest County, Wisconsin",9018
55043,"Grant County, Wisconsin",51828
55045,"Green County, Wisconsin",36864
55047,"Green Lake County, Wisconsin",18757
55049,"Iowa County, Wisconsin",23620
55051,"Iron County, Wisconsin",5715
55053,"Jackson County, Wisconsin",20506
55055,"Jefferson County, Wisconsin",84652
55057,"Juneau County, Wisconsin",26419
55059,"Kenosha County, Wisconsin",168330
55061,"Kewaunee County, Wisconsin",20360
55063,"La Crosse County, Wisconsin",117850
55065,"Lafayette County, Wisconsin",16735
55067,"Langlade County, Wisconsin",19164
55069,"Lincoln County, Wisconsin",27848
55071,"Manitowoc County, Wisconsin",79407
55073,"Marathon County, Wisconsin",135264
55075,"Marinette County, Wisconsin",40537
55077,"Marquette County, Wisconsin",15207
55078,"Menominee County, Wisconsin",4579
55079,"Milwaukee County, Wisconsin",954209
55081,"Monroe County, Wisconsin",45502
55083,"Oconto County, Wisconsin",37556
55085,"Oneida County, Wisconsin",35345
55087,"Outagamie County, Wisconsin",184754
55089,"Ozaukee County, Wisconsin",88284
55091,"Pepin County, Wisconsin",7262
55093,"Pierce County, Wisconsin",41603
55095,"Polk County, Wisconsin",43349
55097,"Portage County, Wisconsin",70599
55099,"Price County, Wisconsin",13490
55101,"Racine County, Wisconsin",195398
55103,"Richland County, Wisconsin",17539
55105,"Rock County, Wisconsin",161769
55107,"Rusk County, Wisconsin",14183
55109,"St. Croix County, Wisconsin",87917
55111,"Sauk County, Wisconsin",63596
55113,"Sawyer County, Wisconsin",16370
55115,"Shawano County, Wisconsin",41009
55117,"Sheboygan County, Wisconsin",115205
55119,"Taylor County, Wisconsin",20356
55121,"Trempealeau County, Wisconsin",29438
55123,"Vernon County, Wisconsin",30516
55125,"Vilas County, Wisconsin",21593
55127,"Walworth County, Wisconsin",103013
55129,"Washburn County, Wisconsin",15689
55131,"Washington County, Wisconsin",134535
55133,"Waukesha County, Wisconsin",398879
55135,"Waupaca County, Wisconsin",51444
55137,"Waushara County, Wisconsin",24116
55139,"Winnebago County, Wisconsin",169926
55141,"Wood County, Wisconsin",73274
56001,"Albany County, Wyoming",38102
56003,"Big Horn County, Wyoming",11901
56005,"Campbell County, Wyoming",47708
56007,"Carbon County, Wyoming",15477
56009,"Converse County, Wyoming",13997
56011,"Crook County, Wyoming",7410
56013,"Fremont County, Wyoming",40076
56015,"Goshen County, Wyoming",13438
56017,"Hot Springs County, Wyoming",4680
56019,"Johnson County, Wyoming",8515
56021,"Laramie County, Wyoming",97692
56023,"Lincoln County, Wyoming",19011
56025,"Natrona County, Wyoming",80610
56027,"Niobrara County, Wyoming",2448
56029,"Park County, Wyoming",29121
56031,"Platte County, Wyoming",8673
56033,"Sheridan County, Wyoming",30012
56035,"Sublette County, Wyoming",9951
56037,"Sweetwater County, Wyoming",44117
56039,"Teton County, Wyoming",23059
56041,"Uinta County, Wyoming",20609
56043,"Washakie County, Wyoming",8129
56045,"Weston County, Wyoming",7100
72001,"Adjuntas Municipio, Puerto Rico",18181
72003,"Aguada Municipio, Puerto Rico",38643
72005,"Aguadilla Municipio, Puerto Rico",54166
72007,"Aguas Buenas Municipio, Puerto Rico",26275
72009,"Aibonito Municipio, Puerto Rico",23457
72011,"Añasco Municipio, Puerto Rico",27368
72013,"Arecibo Municipio, Puerto Rico",87242
72015,"Arroyo Municipio, Puerto Rico",18111
72017,"Barceloneta Municipio, Puerto Rico",24299
72019,"Barranquitas Municipio, Puerto Rico",28755
72021,"Bayamón Municipio, Puerto Rico",182955
72023,"Cabo Rojo Municipio, Puerto Rico",49005
72025,"Caguas Municipio, Puerto Rico",131363
72027,"Camuy Municipio, Puerto Rico",32222
72029,"Canóvanas Municipio, Puerto Rico",46108
72031,"Carolina Municipio, Puerto Rico",157453
72033,"Cataño Municipio, Puerto Rico",24888
72035,"Cayey Municipio, Puerto Rico",44530
72037,"Ceiba Municipio, Puerto Rico",11853
72039,"Ciales Municipio, Puerto Rico",16912
72041,"Cidra Municipio, Puerto Rico",40343
72043,"Coamo Municipio, Puerto Rico",39265
72045,"Comerío Municipio, Puerto Rico",19539
72047,"Corozal Municipio, Puerto Rico",34165
72049,"Culebra Municipio, Puerto Rico",1314
72051,"Dorado Municipio, Puerto Rico",37208
72053,"Fajardo Municipio, Puerto Rico",32001
72054,"Florida Municipio, Puerto Rico",11910
72055,"Guánica Municipio, Puerto Rico",16783
72057,"Guayama Municipio, Puerto Rico",41706
72059,"Guayanilla Municipio, Puerto Rico",19008
72061,"Guaynabo Municipio, Puerto Rico",88663
72063,"Gurabo Municipio, Puerto Rico",46894
72065,"Hatillo Municipio, Puerto Rico",40390
72067,"Hormigueros Municipio, Puerto Rico",16180
72069,"Humacao Municipio, Puerto Rico",53466
72071,"Isabela Municipio, Puerto Rico",42420
72073,"Jayuya Municipio, Puerto Rico",14906
72075,"Juana Díaz Municipio, Puerto Rico",46960
72077,"Juncos Municipio, Puerto Rico",39128
72079,"Lajas Municipio, Puerto Rico",23315
72081,"Lares Municipio, Puerto Rico",26451
72083,"Las Marías Municipio, Puerto Rico",8599
72085,"Las Piedras Municipio, Puerto Rico",37768
72087,"Loíza Municipio, Puerto Rico",26463
72089,"Luquillo Municipio, Puerto Rico",18547
72091,"Manatí Municipio, Puerto Rico",39692
72093,"Maricao Municipio, Puerto Rico",6202
72095,"Maunabo Municipio, Puerto Rico",11023
72097,"Mayagüez Municipio, Puerto Rico",77255
72099,"Moca Municipio, Puerto Rico",36872
72101,"Morovis Municipio, Puerto Rico",31320
72103,"Naguabo Municipio, Puerto Rico",26266
72105,"Naranjito Municipio, Puerto Rico",28557
72107,"Orocovis Municipio, Puerto Rico",21407
72109,"Patillas Municipio, Puerto Rico",17334
72111,"Peñuelas Municipio, Puerto Rico",20984
72113,"Ponce Municipio, Puerto Rico",143926
72115,"Quebradillas Municipio, Puerto Rico",24036
72117,"Rincón Municipio, Puerto Rico",14269
72119,"Río Grande Municipio, Puerto Rico",50550
72121,"Sabana Grande Municipio, Puerto Rico",23054
72123,"Salinas Municipio, Puerto Rico",28633
72125,"San Germán Municipio, Puerto Rico",32114
72127,"San Juan Municipio, Puerto Rico",344606
72129,"San Lorenzo Municipio, Puerto Rico",37873
72131,"San Sebastián Municipio, Puerto Rico",37964
72133,"Santa Isabel Municipio, Puerto Rico",22066
72135,"Toa Alta Municipio, Puerto Rico",73405
72137,"Toa Baja Municipio, Puerto Rico",79726
72139,"Trujillo Alto Municipio, Puerto Rico",67780
72141,"Utuado Municipio, Puerto Rico",29402
72143,"Vega Alta Municipio, Puerto Rico",37724
72145,"Vega Baja Municipio, Puerto Rico",53371
72147,"Vieques Municipio, Puerto Rico",8771
72149,"Villalba Municipio, Puerto Rico",22993
72151,"Yabucoa Municipio, Puerto Rico",34149
72153,"Yauco Municipio, Puerto Rico",36439
